24.59372, -2.32998
26.82820, -4.41278
29.19409, -5.97352
31.69514, -7.12506
34.33509, -7.94981
35.70834, -8.25878
37.11772, -8.50856
38.56370, -8.70554
40.04676, -8.85511
41.56737, -8.96282
43.12598, -9.03454
44.72308, -9.07339
46.35913, -9.09762
48.03461, -9.10548
49.74997, -9.09029
51.50569, -9.05696
53.30224, -9.01423
62.91386, -8.64891
73.61659, -8.10398
85.46910, -7.47108
98.53006, -6.80289
